主族群,細分產品,國家,排名,代碼,公司,產業地位
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,16,ABBV,AbbVie Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,17,INTC,Intel Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
晶圓代工,x86 CPU+晶圓代工(IDM),美,17,INTC,Intel Corporation Common Stock,IDM半導體大廠
科技(綜合),Semiconductors,美,18,AVGO,Broadcom Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,網通交換晶片(CPO),美,18,AVGO,Broadcom Inc. Common Stock,Tomahawk系列CPO交換晶片
科技(綜合),Semiconductors,美,19,MRVL,Marvell Technology Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光學互連晶片(CPO/AEC),美,19,MRVL,Marvell Technology Inc. Common Stock,AI網路矽光子互連晶片核心供應商
科技(綜合),Computer Software: Programming Data Processing,美,20,META,Meta Platforms Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Telecommunications Equipment,美,21,GLW,Corning Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光纖/玻璃材料,美,21,GLW,Corning Incorporated Common Stock,全球光纖材料龍頭
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,22,LLY,Eli Lilly and Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,23,CRDO,Credo Technology Group Holding Ltd Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,高速互連晶片(SerDes/AEC),美,23,CRDO,Credo Technology Group Holding Ltd Ordinary Shares,AI網路互連核心供應商
科技(綜合),Semiconductors,美,24,TXN,Texas Instruments Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
功率半導體,類比IC/電源管理,美,24,TXN,Texas Instruments Incorporated Common Stock,類比IC/電源管理芯片巨頭
科技(綜合),Electronic Components,美,25,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),(底層分類，來自Nasdaq官方sector/industry)
記憶體,硬碟儲存,美,25,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),硬碟儲存裝置大廠
消費(非必需),Department/Specialty Retail Stores,美,26,COST,Costco Wholesale Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,27,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,(底層分類，來自Nasdaq官方sector/industry)
晶圓代工,邏輯晶圓代工,美,27,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,全球晶圓代工龍頭
CPO/光通訊,矽光子封裝平台(COUPE),美,27,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,新技術布局
科技(綜合),Industrial Machinery/Components,美,28,LRCX,Lam Research Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
半導體設備,蝕刻/薄膜沉積設備,美,28,LRCX,Lam Research Corporation Common Stock,半導體設備大廠
電信,Telecommunications Equipment,美,29,LITE,Lumentum Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,雷射光源/光學元件,美,29,LITE,Lumentum Holdings Inc. Common Stock,AI資料中心光通訊核心供應商
科技(綜合),Radio And Television Broadcasting And Communications Equipment,美,30,QCOM,QUALCOMM Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,手機/通訊晶片,美,30,QCOM,QUALCOMM Incorporated Common Stock,手機SoC/基頻晶片龍頭
科技(綜合),Computer Software: Prepackaged Software,美,31,PLTR,Palantir Technologies Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI/軟體服務,AI數據分析平台,美,31,PLTR,Palantir Technologies Inc. Class A Common Stock,AI數據分析平台廠
科技(綜合),Industrial Machinery/Components,美,32,VRT,Vertiv Holdings LLC Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI伺服器,資料中心電力/散熱基礎設施,美,32,VRT,Vertiv Holdings LLC Class A Common Stock,資料中心關鍵基礎設施廠
科技(綜合),Computer Software: Prepackaged Software,美,33,SNOW,Snowflake Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
電信,Computer Communications Equipment,美,34,CSCO,Cisco Systems Inc. Common Stock (DE),(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,網通系統(布局CPO),美,34,CSCO,Cisco Systems Inc. Common Stock (DE),投入CPO交換器開發
金融,Major Banks,美,35,JPM,JP Morgan Chase & Co. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,36,V,Visa Inc.,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Consumer Electronics/Video Chains,美,37,NFLX,Netflix Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,38,ORCL,Oracle Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electronic Components,美,39,KLAC,KLA Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
封測(OSAT/測試),前段製程檢測設備,美,39,KLAC,KLA Corporation Common Stock,晶圓製程良率檢測設備
科技(綜合),Industrial Machinery/Components,美,40,ASML,ASML Holding N.V. New York Registry Shares,(底層分類，來自Nasdaq官方sector/industry)
半導體設備,EUV曝光設備,美,40,ASML,ASML Holding N.V. New York Registry Shares,EUV曝光設備獨佔廠商
工業,Electrical Products,美,41,TER,Teradyne Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
封測(OSAT/測試),半導體測試設備(ATE),美,41,TER,Teradyne Inc. Common Stock,半導體測試設備大廠
消費(非必需),Business Services,美,42,UBER,Uber Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,43,ADI,Analog Devices Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,類比/混合訊號IC,美,43,ADI,Analog Devices Inc. Common Stock,全球類比IC大廠
工業,Metal Fabrications,美,44,HWM,Howmet Aerospace Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,航太合金零件,美,44,HWM,Howmet Aerospace Inc. Common Stock,航太合金零件廠
科技(綜合),Computer Software: Prepackaged Software,美,45,CRWV,CoreWeave Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI雲端,GPU雲端服務,美,45,CRWV,CoreWeave Inc. Class A Common Stock,GPU雲端服務廠
消費(非必需),Business Services,美,46,MA,Mastercard Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,47,MPWR,Monolithic Power Systems Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
功率半導體,電源管理IC,美,47,MPWR,Monolithic Power Systems Inc. Common Stock,電源管理IC專業廠
生技醫藥,Medical Specialities,美,48,UNH,UnitedHealth Group Incorporated Common Stock (DE),(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Hotels/Resorts,美,49,HLT,Hilton Worldwide Holdings Inc. Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
金融,Investment Bankers/Brokers/Service,美,50,HOOD,Robinhood Markets Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Beverages (Production/Distribution),美,51,KO,Coca-Cola Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Engineering & Construction,美,52,PWR,Quanta Services Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Manufacturing,美,53,DELL,Dell Technologies Inc. Class C Common Stock ,(底層分類，來自Nasdaq官方sector/industry)
AI伺服器,伺服器/電腦系統,美,53,DELL,Dell Technologies Inc. Class C Common Stock ,伺服器/電腦系統大廠
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,54,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Department/Specialty Retail Stores,美,55,WMT,Walmart Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Telecommunications Equipment,美,56,CIEN,Ciena Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光網路系統設備,美,56,CIEN,Ciena Corporation Common Stock,電信用光網路系統商
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,57,JNJ,Johnson & Johnson Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aerospace,美,58,HON,Honeywell International Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Military/Government/Technical,美,59,STRL,Sterling Infrastructure Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Investment Bankers/Brokers/Service,美,60,GS,Goldman Sachs Group Inc. (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,61,ON,ON Semiconductor Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
功率半導體,功率半導體(SiC/IGBT/MOSFET),美,61,ON,ON Semiconductor Corporation Common Stock,車用功率半導體大廠
未分類,未分類,美,62,GEV,GE Vernova Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,63,MSTR,Strategy Inc Common Stock Class A,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣持有/軟體,美,63,MSTR,Strategy Inc Common Stock Class A,比特幣儲備策略公司
公用事業,Telecommunications Equipment,美,64,FN,Fabrinet Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光收發模組代工,美,64,FN,Fabrinet Ordinary Shares,光收發模組代工廠
未分類,未分類,美,65,BRK/B,Berkshire Hathaway Inc.,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,66,IONQ,IonQ Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
量子計算,量子電腦,美,66,IONQ,IonQ Inc. Common Stock,量子電腦廠
科技(綜合),Electrical Products,美,67,TTMI,TTM Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
PCB/CCL,PCB,美,67,TTMI,TTM Technologies Inc. Common Stock,PCB廠
科技(綜合),Computer Software: Prepackaged Software,美,68,CRM,Salesforce Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Programming Data Processing,美,69,NBIS,Nebius Group N.V. Class A Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
AI雲端,GPU雲端服務,美,69,NBIS,Nebius Group N.V. Class A Ordinary Shares,GPU雲端服務廠
能源,Integrated oil Companies,美,70,XOM,Exxon Mobil Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Consumer Electronics/Appliances,美,71,GE,GE Aerospace Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,72,CMI,Cummins Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Air Freight/Delivery Services,美,73,AAL,American Airlines Group Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,74,NXT,Nextpower Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Military/Government/Technical,美,75,RKLB,Rocket Lab Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
太空產業,火箭發射服務,美,75,RKLB,Rocket Lab Corporation Common Stock,商業火箭發射公司
科技(綜合),Computer Software: Prepackaged Software,美,76,INTU,Intuit Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Major Banks,美,77,BAC,Bank of America Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Auto & Home Supply Stores,美,78,AZO,AutoZone Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Clothing/Shoe/Accessory Stores,美,79,ROST,Ross Stores Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical Specialities,美,80,GH,Guardant Health Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,81,MCHP,Microchip Technology Incorporated Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,MCU/類比IC,美,81,MCHP,Microchip Technology Incorporated Common Stock,微控制器/類比IC廠
科技(綜合),Semiconductors,美,82,AAOI,Applied Optoelectronics Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光收發模組,美,82,AAOI,Applied Optoelectronics Inc. Common Stock,資料中心光收發模組廠
科技(綜合),Semiconductors,美,83,SMTC,Semtech Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,類比/混合訊號IC,美,83,SMTC,Semtech Corporation Common Stock,類比IC設計廠
消費(非必需),RETAIL: Building Materials,美,84,HD,Home Depot Inc. (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統產業/原材料,Precious Metals,美,85,CDE,Coeur Mining Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electronic Components,美,86,COHR,Coherent Corp. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光通訊模組/雷射,美,86,COHR,Coherent Corp. Common Stock,光通訊模組/雷射大廠
科技(綜合),Computer Software: Prepackaged Software,美,87,NOW,ServiceNow Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Manufacturing,美,88,IBM,International Business Machines Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Engineering & Construction,美,89,FIX,Comfort Systems USA Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,90,ARM,Arm Holdings plc American Depositary Shares,(底層分類，來自Nasdaq官方sector/industry)
IC設計,處理器IP授權,美,90,ARM,Arm Holdings plc American Depositary Shares,全球處理器IP授權龍頭
科技(綜合),Semiconductors,美,91,ALAB,Astera Labs Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,高速連接晶片(AI互連),美,91,ALAB,Astera Labs Inc. Common Stock,AI伺服器互連晶片廠
生技醫藥,Biotechnology: Biological Products (No Diagnostic Substances),美,92,GILD,Gilead Sciences Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aerospace,美,93,BA,Boeing Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,軍用/商用飛機,美,93,BA,Boeing Company (The) Common Stock,波音
金融,Major Banks,美,94,C,Citigroup Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer peripheral equipment,美,95,PANW,Palo Alto Networks Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Package Goods/Cosmetics,美,96,PG,Procter & Gamble Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,97,MRK,Merck & Company Inc. Common Stock (new),(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Auto Parts:O.E.M.,美,98,MOD,Modine Manufacturing Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,99,SNPS,Synopsys Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,100,IREN,IREN Limited Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
AI雲端,GPU雲端/算力,美,100,IREN,IREN Limited Ordinary Shares,GPU雲端算力廠
消費(非必需),Telecommunications Equipment,美,101,ECHO,EchoStar  Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,102,SITM,SiTime Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,精密計時晶片(MEMS振盪器),美,102,SITM,SiTime Corporation Common Stock,MEMS振盪器設計廠
工業,Industrial Machinery/Components,美,103,TMO,Thermo Fisher Scientific Inc Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,104,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Transportation Services,美,105,BKNG,Booking Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,106,DDOG,Datadog Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Marine Transportation,美,107,RCL,Royal Caribbean Cruises Ltd. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,108,FROG,JFrog Ltd. Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
金融,Major Banks,美,109,BNY,The Bank of New York Mellon Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Retail-Auto Dealers and Gas Stations,美,110,CVNA,Carvana Co. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Integrated oil Companies,美,111,CVX,Chevron Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Integrated oil Companies,美,112,VLO,Valero Energy Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Programming Data Processing,美,113,DOCN,DigitalOcean Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Clothing/Shoe/Accessory Stores,美,114,TJX,TJX Companies Inc. (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Industrial Machinery/Components,美,115,ETN,Eaton Corporation PLC Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
電力設備,電氣設備,美,115,ETN,Eaton Corporation PLC Ordinary Shares,資料中心電力管理設備廠
金融,Investment Bankers/Brokers/Service,美,116,MS,Morgan Stanley Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Restaurants,美,117,CMG,Chipotle Mexican Grill Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Water Sewer Pipeline Comm & Power Line Construction,美,118,DY,Dycom Industries Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,119,RMBS,Rambus Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,記憶體介面IP/晶片,美,119,RMBS,Rambus Inc. Common Stock,記憶體介面技術授權廠
工業,Industrial Machinery/Components,美,120,ROK,Rockwell Automation Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
機器人/自動化,工廠自動化,美,120,ROK,Rockwell Automation Inc. Common Stock,工廠自動化龍頭
金融,Finance: Consumer Services,美,121,AXP,American Express Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),RETAIL: Building Materials,美,122,SHW,Sherwin-Williams Company (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Restaurants,美,123,MCD,McDonald's Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,124,NXPI,NXP Semiconductors N.V. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,車用/物聯網晶片,美,124,NXPI,NXP Semiconductors N.V. Common Stock,車用半導體大廠
不動產,Real Estate Investment Trusts,美,125,SPG,Simon Property Group Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Industrial Machinery/Components,美,126,AEIS,Advanced Energy Industries Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electrical Products,美,127,SANM,Sanmina Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
組裝代工(EMS),電子代工組裝,美,127,SANM,Sanmina Corporation Common Stock,電子代工廠
科技(綜合),Electrical Products,美,128,APH,Amphenol Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
連接器,連接器,美,128,APH,Amphenol Corporation Common Stock,連接器大廠
工業,Diversified Commercial Services,美,129,ADP,Automatic Data Processing Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
電信,Telecommunications Equipment,美,130,T,AT&T Inc.,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,131,CBRS,Cerebras Systems Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
IC設計,晶圓級AI晶片,美,131,CBRS,Cerebras Systems Inc. Class A Common Stock,Cerebras晶圓級AI晶片廠
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,132,BBIO,BridgeBio Pharma Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical/Dental Instruments,美,133,BDX,Becton Dickinson and Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,134,SPGI,S&P Global Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Auto & Home Supply Stores,美,135,ORLY,O'Reilly Automotive Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical/Dental Instruments,美,136,APLD,Applied Digital Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
電信,Computer Communications Equipment,美,137,ANET,Arista Networks Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI伺服器,網路交換器,美,137,ANET,Arista Networks Inc. Common Stock,AI資料中心網路交換器廠
工業,Military/Government/Technical,美,138,LMT,Lockheed Martin Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,飛彈/戰機系統,美,138,LMT,Lockheed Martin Corporation Common Stock,洛克希德馬丁
科技(綜合),Radio And Television Broadcasting And Communications Equipment,美,139,NOK,Nokia Corporation Sponsored American Depositary Shares,(底層分類，來自Nasdaq官方sector/industry)
工業,Steel/Iron Ore,美,140,CRS,Carpenter Technology Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,141,ADBE,Adobe Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Medical/Dental Instruments,美,142,SYK,Stryker Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統消費,Beverages (Production/Distribution),美,143,KDP,Keurig Dr Pepper Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,144,ACN,Accenture plc Class A Ordinary Shares (Ireland),(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,145,KEYS,Keysight Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Diversified Commercial Services,美,146,SUNB,Sunbelt Rentals Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aerospace,美,147,HONIV,Honeywell International Inc. Common Stock Ex Distribution When Issued,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Restaurants,美,148,SBUX,Starbucks Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
公用事業,Environmental Services,美,149,WM,Waste Management Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Industrial Machinery/Components,美,150,SPXC,SPX Technologies Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,151,AXSM,Axsome Therapeutics Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
電信,Telecommunications Equipment,美,152,VZ,Verizon Communications Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
能源,Integrated oil Companies,美,153,MPC,Marathon Petroleum Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Mining & Quarrying of Nonmetallic Minerals (No Fuels),美,154,HL,Hecla Mining Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Major Banks,美,155,WFC,Wells Fargo & Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Specialty Insurers,美,156,AON,Aon plc Class A Ordinary Shares (Ireland),(底層分類，來自Nasdaq官方sector/industry)
生技醫藥,Biotechnology: Biological Products (No Diagnostic Substances),美,157,RVMD,Revolution Medicines Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Business Services,美,158,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,(底層分類，來自Nasdaq官方sector/industry)
傳統產業/原材料,Major Chemicals,美,159,LIN,Linde plc Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),EDP Services,美,160,WULF,TeraWulf Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,比特幣挖礦/AI算力,美,160,WULF,TeraWulf Inc. Common Stock,比特幣挖礦/轉型AI算力
科技(綜合),Semiconductors,美,161,VIAV,Viavi Solutions Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
CPO/光通訊,光通訊測試元件,美,161,VIAV,Viavi Solutions Inc. Common Stock,光通訊測試/元件廠
科技(綜合),Computer Software: Programming Data Processing,美,162,APP,Applovin Corporation Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI/軟體服務,AI行銷科技,美,162,APP,Applovin Corporation Class A Common Stock,AI行銷科技廠
金融,Finance: Consumer Services,美,163,SOFI,SoFi Technologies Inc. Common Stock  ,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Retail: Computer Software & Peripheral Equipment,美,164,HPE,Hewlett Packard Enterprise Company Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI伺服器,伺服器系統,美,164,HPE,Hewlett Packard Enterprise Company Common Stock,企業伺服器系統廠
金融,Investment Bankers/Brokers/Service,美,165,SCHW,Charles Schwab Corporation (The) Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Semiconductors,美,166,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Telecommunications Equipment,美,167,ASTS,AST SpaceMobile Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
太空產業,衛星直連手機通訊,美,167,ASTS,AST SpaceMobile Inc. Class A Common Stock,衛星通訊新創
公用事業,Oil/Gas Transmission,美,168,LNG,Cheniere Energy Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
金融,Finance: Consumer Services,美,169,COIN,Coinbase Global Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
加密貨幣,加密貨幣交易所,美,169,COIN,Coinbase Global Inc. Class A Common Stock,美國最大加密貨幣交易所
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,170,ABT,Abbott Laboratories Common Stock,(底層分類，來自Nasdaq官方sector/industry)
消費(非必需),Services-Misc. Amusement & Recreation,美,171,TTWO,Take-Two Interactive Software Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
傳統產業/原材料,Metal Mining,美,172,FCX,Freeport-McMoRan Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Software: Prepackaged Software,美,173,ADSK,Autodesk Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
工業,Aerospace,美,174,RTX,RTX Corporation Common Stock,(底層分類，來自Nasdaq官方sector/industry)
軍工/國防,飛彈/航太發動機,美,174,RTX,RTX Corporation Common Stock,雷神技術
生技醫藥,Biotechnology: Pharmaceutical Preparations,美,175,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Computer Manufacturing,美,176,SMCI,Super Micro Computer Inc. Common Stock,(底層分類，來自Nasdaq官方sector/industry)
AI伺服器,伺服器系統,美,176,SMCI,Super Micro Computer Inc. Common Stock,AI伺服器系統廠
科技(綜合),Computer Software: Prepackaged Software,美,177,NET,Cloudflare Inc. Class A Common Stock,(底層分類，來自Nasdaq官方sector/industry)
科技(綜合),Electrical Products,美,178,FLEX,Flex Ltd. Ordinary Shares,(底層分類，來自Nasdaq官方sector/industry)
