主族群,細分產品,國家,排名,代碼,公司,產業地位
傳統產業,環保工程,陸,508,sh603588,高能环境,環保工程廠(高能环境)
生技醫藥,第三方醫學檢測與體外診斷,陸,509,sz300244,迪安诊断,中國規模最大的獨立醫學實驗室（ICL）龍頭，提供全方位臨床檢驗
鋼鐵/有色金屬,黃金開採與冶煉,陸,510,sz000975,山金国际,國內大型優質黃金開採商（山金國際）
媒體/娛樂,電影製作、發行與藝人經紀,陸,511,sz300251,光线传媒,中國實力雄厚的民營電影傳媒巨頭，以動畫電影與商業類型片見長
IC設計,MCU微控制器,陸,512,sh688380,中微半导,國內混合信號SoC及高可靠性MCU（家電及電機控制）設計廠（中微半導）
重工業/造船,煤氣化技術與工程,陸,513,sh603698,航天工程,航天一院背景，國內航天粉煤加壓氣化技術及煤化工EPC統包龍頭（航天工程）
鋼鐵/有色金屬,鎢資源開採冶煉,陸,514,sh600397,江钨装备,江西鎢業集團旗下有色金屬採選與冶煉平台（江鎢裝備）
機器人/自動化,數控機床,陸,515,sz300083,创世纪,數控機床廠(創世紀)
IC設計,影像處理晶片,陸,516,sz301536,星宸科技,影像處理晶片設計廠(星宸科技)
金融,證券,陸,517,sh601688,华泰证券,華泰證券
IC設計,ASIC晶片定制與晶圓轉單服務,陸,518,sh688691,灿芯股份,國內頂尖的ASIC客製化晶片設計服務商（台積電中國區開放創新夥伴）
能源,石油天然氣,陸,519,sh600938,XD中国海,中國海油
公用事業,電力,陸,520,sh600726,华电能源,電力公司(華電能源)
AI雲端/軟體,企業級ERP與數位化顧問諮詢,陸,521,sz300170,汉得信息,國內頭部的企業數位化管理軟體整合商，主攻SAP與Oracle混合雲實施
網通設備,通信天線與低軌衛星基站天線,陸,522,sz002792,通宇通讯,全球重要的基站天線供應商，專攻5G多天線（MIMO）與衛星通訊
網路服務/遊戲,金融科技與銀行軟體,陸,523,sz300085,银之杰,為銀行提供票據影像軟體與金融IT基礎設施之服務商（銀之傑）
AI雲端/軟體,互聯網安全、搜尋引擎與大模型,陸,524,sh601360,三六零,中國最大的網路安全軟體大廠（360防毒），近年推動安全AI大模型
金融,保險,陸,525,sh601628,中国人寿,中國人壽
AI雲端/軟體,地理資訊衛星航天大數據,陸,526,sh688568,中科星图,中科院背景，基於衛星遙感數據與AI演算法提供「數字地球」平台
組裝代工(EMS),電子零組件代工,陸,527,sz301123,奕东电子,電子代工廠(奕東電子)
傳統製造,LED封裝與智慧照明,陸,528,sz002137,实益达,提供高品質LED分立器件封裝、智慧背光及車載照明模組商
化工,鋇鹽與鍶鹽,陸,529,sh600367,红星发展,中國無機化工領域之碳酸鋇與碳酸鍶等特殊鹽類龍頭（紅星發展）
CPO/光通訊,影像感測元件,陸,530,sh688301,奕瑞科技,X光感測元件廠(奕瑞科技)
AI/軟體服務,互聯網大數據與人工智慧演算法,陸,531,sz002195,岩山科技,轉型主攻行動大數據廣告、語音AI大模型與智慧出行系統的軟體廠
軍工/國防,軍工新材料,陸,532,sz002625,光启技术,軍工新材料/超材料廠(光啟技術)
機器人/自動化,金屬成形機床,陸,533,sz002559,亚威股份,國內折彎機與金屬成形數位機床及雷射加工設備龍頭（亞威股份）
證券,投資銀行與財富管理,陸,534,sh601995,中金公司,國內頂尖投行，在海外承銷與大型央企併購重組具絕對優勢（中金公司）
電池/儲能,儲能電池,陸,535,sz300438,鹏辉能源,儲能電池廠(鵬輝能源)
製藥/生技,化藥製劑與醫療服務,陸,536,sz000566,海南海药,海南省老牌醫藥企業，主營抗生素及胃腸道用藥（海南海藥）
汽車零件,充配電系統(OBC),陸,537,sz301607,富特科技,新能源車車載充電機（OBC）及高壓配電盒（PDU）主力供應商（富特科技）
量子計算,量子通訊,陸,538,sh688027,国盾量子,量子通訊/量子計算廠(國盾量子)
鋼鐵/有色金屬,黃金開採與電力芯片,陸,539,sz300139,晓程科技,跨足非洲加納黃金開採與國內電力線載波芯片之獨特標的（曉程科技）
電池/儲能,電池正極材料,陸,540,sz301358,湖南裕能,三元正極前驅體廠(湖南裕能)
遊戲/娛樂,遊戲軟體,陸,541,sz002624,完美世界,完美世界，遊戲廠
安防設備,智慧口岸與邊檢AI識別系統,陸,542,sz002990,盛视科技,國內通關口岸一體化智慧查驗、人臉識別與邊防安防系統龍頭
功率半導體,功率半導體封裝,陸,543,sh688662,富信科技,功率半導體廠(富信科技)
散熱/結構件,導熱散熱材料,陸,544,sz300602,飞荣达,電子散熱材料廠(飛荣達)
能源,液化天然氣（LNG）與清潔能源,陸,545,sh605090,九丰能源,國內領先的液化天然氣全產業鏈引進、接收站運營與清潔能源分銷商
金融,商業銀行與綜合金融服務,陸,546,sh601939,建设银行,中國四大國有大型商業銀行之一，資產與放款規模位居全球前列
電力設備,薄膜電容器,陸,547,sh600563,法拉电子,全球前三、國內第一的薄膜電容器大廠，光伏與新能源車需求主力（法拉電子）
網路服務/遊戲,手機遊戲與網路遊戲研發,陸,548,sz002555,三七互娱,國內領先的手機遊戲發行與研發商，以多款現象級手遊出海著稱
傳統產業,化工材料(製冷劑),陸,549,sh605020,永和股份,化工材料廠(永和股份)
網通設備,數據通信終端與白牌交換機,陸,550,sh603118,共进股份,為全球大廠代工寬頻路由器、光纖網關與雲端資料中心白牌交換機
製藥/生技,創新藥與腸外營養,陸,551,sz002653,海思科,國內腸外營養用藥龍頭，並積極研發麻醉與鎮痛創新藥（海思科）
材料/化學品,環氧樹脂,陸,552,sh603002,宏昌电子,國內覆銅板與塗料用高階液態與固態環氧樹脂製造大廠（宏昌電子）
製藥/生技,人用疫苗,陸,553,sz300142,沃森生物,國內領先的13價肺炎結合疫苗與HPV宮頸癌疫苗研發製造商（沃森生物）
CPO/光通訊,光通訊元件,陸,554,sh688205,德科立,光通訊元件廠(德科立)
材料/化學品,半導體與顯示面板高階光罩,陸,555,sh688401,路维光电,國內領先的大尺寸面板光罩及半導體IC前段光刻用掩膜版製造大廠
材料/化學品,氯化鉀與碳酸鋰,陸,556,sz000408,藏格矿业,依托察爾汗鹽湖資源，國內第二大氯化鉀及重要鹽湖提鋰供應商（藏格礦業）
傳統產業,精密鑄造,陸,557,sh603308,XD应流股,精密鑄造廠(應流股份)
機械/工具,高功率光纖雷射器,陸,558,sz300747,锐科激光,國內高功率工業級光纖雷射器與微加工雷射源龍頭
半導體材料,高純金屬濺鍍靶材,陸,559,sh688530,欧莱新材,專攻半導體與顯示面板製程用高純度鋁、銅、鈦濺鍍金屬靶材大廠
製藥/生技,生物製品與神經生長因子,陸,560,sz300204,舒泰神,擁有國內獨家神經生長因子（蘇肽生）生物藥之製藥廠（舒泰神）
汽車,車用零件,陸,561,sh603306,华懋科技,車用密封件廠(華懋科技)
傳統產業/原材料,黃金,陸,562,sz002155,湖南黄金,黃金礦業公司(湖南黃金)
CPO/光通訊,通訊工程服務,陸,563,sh600345,长江通信,長江通信，通訊工程服務廠
CPO/光通訊,光通訊模組,陸,564,sz301183,东田微,光通訊模組廠(東田微)
IC設計,硬碟/存儲控制晶片,陸,565,sh688449,联芸科技,存儲控制晶片設計廠(聯芸科技)
IC設計,EDA軟體,陸,566,sh688206,概伦电子,專注於半導體器件建模與電路仿真工具之高階EDA軟體領先廠（概倫電子）
傳統產業/原材料,煤炭,陸,567,sh601088,中国神华,中國神華
重工業/造船,屏蔽泵及水泵,陸,568,sh603757,大元泵业,國內屏蔽泵（應用於航太與新能源熱管理）及家用民用水泵大廠（大元泵業）
IC設計,類比與混合訊號晶片（隔離IC）,陸,569,sh688052,纳芯微,國內車用與工控數位隔離晶片、車載感測器信號調理晶片龍頭
傳統製造,激光器與高溫超導,陸,570,sh600363,联创光电,從LED轉型高溫超導感應加熱設備與軍工激光武器組件之黑馬（聯創光電）
製藥/生技,第三代胰島素,陸,571,sh603087,甘李药业,國內首家掌握第三代重組胰島素類似物技術的糖尿病藥廠（甘李藥業）
AI伺服器,資料中心電源,陸,572,sz002335,科华数据,資料中心溫控/電源廠(科華數據)
材料/化學品,半導體高純度濕電子化學品,陸,573,sh603931,格林达,國內超淨高純電子級氨水、過氧化氫及濕法清洗化學品大廠
重工業/造船,不鏽鋼離心泵,陸,574,sz300145,南方泵业,國內不鏽鋼沖壓焊接離心泵製造領軍企業（南方泵業）
PCB/CCL,印刷電路板,陸,575,sz300814,中富电路,為華為等客戶提供通信、汽車及工控領域高可靠性PCB（中富電路）
IC設計,電源管理IC與高壓驅動晶片,陸,576,sh688508,芯朋微,國內領先的高壓電源管理（AC-DC）晶片與智慧家電快充控制IC大廠
IC設計,汽車級與軍用嵌入式CPU/MCU,陸,577,sh688262,国芯科技,國內領先的國產自主可控安全晶片、車載MCU及車用核心CPU設計廠
電力設備,特種高壓電子真空閥、真空開關,陸,578,sh688103,国力电子,專攻新能源車高壓直流繼電器、雷達與特高壓電網真空滅弧室大廠
安防設備,智慧監控攝像頭與物聯網系統,陸,579,sz002236,大华股份,全球前兩大視頻安防監控巨頭，推動城市智慧大腦與視覺AI防護
半導體材料,化工材料,陸,580,sh603938,三孚股份,三孚股份，有機硅材料廠
軍工/國防,軍用電子元件,陸,581,sz300726,宏达电子,軍工電子元件廠(宏達電子)
公用事業,發電,陸,582,sh600863,华能蒙电,蒙電發電廠(華能蒙電)
封測(OSAT/測試),封測零組件,陸,583,sh603920,世运电路,封測連接元件廠(世運電路)
傳統產業,化工材料(鎂材),陸,584,sh603663,三祥新材,三祥新材，氧化鋯/鎂材廠
化工,丙烯酸及酯(C3產業鏈),陸,585,sz002648,卫星化学,中國最大、全球前列的丙烯酸及輕烴一體化化工巨頭（衛星化學）
半導體材料,半導體電子封裝級導熱與黏膠,陸,586,sh688035,德邦科技,國內高階IC封裝、晶圓打線與晶片導熱專用底填膠及先進材料商
傳統產業,化工材料(農藥),陸,587,sh600596,新安股份,新安股份，化工/農藥廠
傳統產業,塑膠製品,陸,588,sz002654,万润科技,萬潤科技
AI雲端/軟體,國產固件（BIOS/BMC）軟體,陸,589,sh688258,卓易信息,國內稀缺的國產電腦與信創伺服器基本輸出輸入（BIOS）固件軟體大廠
功率半導體,高壓超級結MOSFET與IGBT,陸,590,sh688261,东微半导,國內高壓高功率超級結（Super Junction）MOSFET晶片設計與IDM大廠
電力設備,配電設備,陸,591,sh601126,四方股份,四方股份
汽車零件,園林機械零部件,陸,592,sz002931,锋龙股份,生產園林機械與汽車精密鋁壓鑄零部件廠商（鋒龍股份）
化工,鉻鹽高階精細特殊化學品,陸,593,sh603067,振华股份,全球規模最大的鉻鹽特殊化學品（廣泛用於電鍍、航太）製造商
材料/化學品,工業氣體及電子特氣,陸,594,sz002971,和远气体,華中地區領先的民營工業氣體與液態特種氣體供應商（和遠氣體）
電池/儲能,鋰電池材料,陸,595,sz002565,顺灏股份,鋰電材料相關廠(順灝股份)
軍工/國防,軍工測試服務,陸,596,sz301306,西测测试,軍用裝備與航太檢測服務大廠(西測測試)
製藥/生技,DNA編碼化合物庫（DEL）新藥篩選,陸,597,sh688222,成都先导,全球領先的藥物早期研發、DEL化合物庫構建與小分子新藥開發CRO
精密儀器,雷射光學鏡頭與紅外光學元件,陸,598,sz301421,波长光电,專注高功率工業雷射光學鏡片、紫外與紅外自駕車雷射雷達鏡頭廠
傳統製造,大口徑水利與工業管道,陸,599,sz002457,青龙管业,國內預應力鋼筒混凝土管（PCCP）與新型基礎設施水利管道龍頭
CPO/光通訊,光學元件,陸,600,sh688195,腾景科技,光學元件廠(騰景科技)
